Symbol,Sector,,,,,
DHANROTO,Textiles,,,,,
GVFILM,Movies & TV Serials,,,,,
BFSI,Equity,,,,,
NCLRESE,Diversified Financials,,,,,
FILTRA,Environmental Services,,,,,
SOLIMAC,Industrial Machinery,,,,,
SIMBHALS,Sugar,,,,,
PIONRINV,Investment Banking & Brokerage,,,,,
BALKRISHNA,Paper Products,,,,,
SAMINDUS,Real Estate,,,,,
BIRDYS,Restaurants & Cafes,,,,,
APOORVA,Specialized Finance,,,,,
DHRUVCA,Specialized Finance,,,,,
ELEMARB,Building Products - Granite,,,,,
MALUPAPER,Paper Products,,,,,
NUKLEUS,Business Support Services,,,,,
PHOENXINTL,Footwear,,,,,
VISTAPH,Pharmaceuticals,,,,,
RONI,Plastic Products,,,,,
FACORALL,Iron & Steel,,,,,
ABHAPOWER,Iron & Steel,,,,,
CADSYS,IT Services & Consulting,,,,,
SABOOSOD,Packaged Foods & Meats,,,,,
BSELALGO,Investment Banking & Brokerage,,,,,
MBECL,Construction & Engineering,,,,,
KRYPTONQ,Tires & Rubber,,,,,
IDENTIXWEB,Software Services,,,,,
SUDAI,Metals - Aluminium,,,,,
FOCUS,Business Support Services,,,,,
NOL,Commodity Chemicals,,,,,
DMR,Construction & Engineering,,,,,
MEGAFLEX,Packaging,,,,,
LEXUS,Building Products - Ceramics,,,,,
GEL,Paper Products,,,,,
SUGALDAM,Investment Banking & Brokerage,,,,,
GANGABATH,Building Products - Others,,,,,
PUNJCOMMU,Telecom Equipments,,,,,
SHHARICH,Specialty Chemicals,,,,,
PALREDTEC,IT Services & Consulting,,,,,
UNISON,Housewares,,,,,
SECL,Construction & Engineering,,,,,
SIEL,Packaging,,,,,
VLINFRA,Water Management,,,,,
MARKOBENZ,Agro Products,,,,,
QUICKTOUCH,Software Services,,,,,
UWCSL,Auto Parts,,,,,
VIVIDM,Commodities Trading,,,,,
3BFILMS,Plastic Products,,,,,
KORE,FMCG - Foods,,,,,
VSL,"Precious Metals, Jewellery & Watches",,,,,
IDEALTECHO,Packaging,,,,,
VIAZ,Tires & Rubber,,,,,
UNIVSTAR,Packaged Foods & Meats,,,,,
AASTAFIN,Specialized Finance,,,,,
DIVSHKT,Building Products - Granite,,,,,
NARMP,Agricultural & Farm Machinery,,,,,
WARRENTEA,Agro Products,,,,,
GOWRALE,Consumer Finance,,,,,
CEEJAY,Consumer Finance,,,,,
SAICAPI,Investment Banking & Brokerage,,,,,
AVSL,Specialty Chemicals,,,,,
CONTPTR,Commodity Chemicals,,,,,
GAYATRIBI,Specialty Chemicals,,,,,
GODAVARI,Pharmaceuticals,,,,,
NIBL,Industrial Machinery,,,,,
NARMADA,Agro Products,,,,,
MEFCOMCAP,Investment Banking & Brokerage,,,,,
SHIVAMILLS,Textiles,,,,,
HBSL,Investment Banking & Brokerage,,,,,
ELIXIR,Diversified Financials,,,,,
SWARNSAR,"Precious Metals, Jewellery & Watches",,,,,
AJRINFRA,Construction & Engineering,,,,,
CONCORD,Pharmaceuticals,,,,,
NEXOME,Investment Banking & Brokerage,,,,,
SHREYASI,Specialty Chemicals,,,,,
KIDUJA,Investment Banking & Brokerage,,,,,
SHANMUGA,Hospitals & Diagnostic Centres,,,,,
PREMIUM,Plastic Products,,,,,
VICTMILL,Real Estate,,,,,
MCON,Building Products - Others,,,,,
JSTL,Labs & Life Sciences Services,,,,,
COMRADE,Cables,,,,,
VRL,Pharmaceuticals,,,,,
LFIC,Diversified Financials,,,,,
AUROIMPEX,Metals - Diversified,,,,,
JETFREIGHT,Logistics,,,,,
INTRGLB,Investment Banking & Brokerage,,,,,
ARSHIYA,Logistics,,,,,
TEEAI,Fertilizers & Agro Chemicals,,,,,
ISLCONSUL,Investment Banking & Brokerage,,,,,
SKPMIL,Paper Products,,,,,
PROLIFE,Commodity Chemicals,,,,,
ICDSLTD,Diversified Financials,,,,,
PANTH,Commodities Trading,,,,,
SIMRAN,Packaged Foods & Meats,,,,,
INDRANIB,Software Services,,,,,
SRIKPRIND,Building Products - Pipes,,,,,
FLEXFO,Agro Products,,,,,
PRIMEPRO,Real Estate,,,,,
PARLEIND,Commodities Trading,,,,,
KAPILRAJ,Specialized Finance,,,,,
PFL,Construction & Engineering,,,,,
FYNX,Consumer Finance,,,,,
TITAANIUM,Textiles,,,,,
GOKAKTEX,Textiles,,,,,
SVCIND,Commodity Chemicals,,,,,
SEL,Renewable Energy Equipment & Services,,,,,
ZODJRDMKJ,"Precious Metals, Jewellery & Watches",,,,,
IRONWOOD,Education Services,,,,,
21STCENMGM,Investment Banking & Brokerage,,,,,
VINNY,Textiles,,,,,
JINDHOT,"Hotels, Resorts & Cruise Lines",,,,,
LRRPL,Tires & Rubber,,,,,
BAMPSL,Diversified Financials,,,,,
ALFATRAN,Heavy Electrical Equipments,,,,,
NHCFOODS,Packaged Foods & Meats,,,,,
LASA,Pharmaceuticals,,,,,
AUSL,Iron & Steel,,,,,
BABAFP,Agro Products,,,,,
KAMADGIRI,Textiles,,,,,
SHRINIWAS,Diversified Financials,,,,,
GOLDENTOBC,FMCG - Tobacco,,,,,
DPL,Pharmaceuticals,,,,,
RASIELEC,Agricultural & Farm Machinery,,,,,
MANUGRAPH,Industrial Machinery,,,,,
ARNOLD,Diversified Financials,,,,,
AJCON,Diversified Financials,,,,,
IDENTICAL,Animation,,,,,
SPRAYKING,Agricultural & Farm Machinery,,,,,
KEERTHI,Cement,,,,,
AROGRANITE,Building Products - Granite,,,,,
USGTECH,IT Services & Consulting,,,,,
PRABHHANS,Paper Products,,,,,
VISHWAS,Seeds,,,,,
UNILEX,Commodity Chemicals,,,,,
HARIGOV,Textiles,,,,,
ABMINTLLTD,Plastic Products,,,,,
DFPL,Building Products - Ceramics,,,,,
PRECISION,Metals - Aluminium,,,,,
MYMONEY,Investment Banking & Brokerage,,,,,
VRUDDHI,Construction & Engineering,,,,,
KHAITANLTD,Sugar,,,,,
AUTOPINS,Iron & Steel,,,,,
NATPLAS,Plastic Products,,,,,
DNAMEDIA,Publishing,,,,,
NETTLINX,IT Services & Consulting,,,,,
ANIRIT,Real Estate,,,,,
BMETRICS,Logistics,,,,,
REALECO,Real Estate,,,,,
POLYLINK,Commodity Chemicals,,,,,
RFL,Consumer Finance,,,,,
JFL,Packaged Foods & Meats,,,,,
KBSINDIA,Investment Banking & Brokerage,,,,,
CRANEX,Industrial Machinery,,,,,
UCL,Specialty Chemicals,,,,,
SPECFOOD,Packaged Foods & Meats,,,,,
BDR,Real Estate,,,,,
GARMNTMNTR,Textiles,,,,,
MEAPL,Agro Products,,,,,
AJCJEWEL,"Precious Metals, Jewellery & Watches",,,,,
GODHA,Cables,,,,,
SAVFI,Diversified Financials,,,,,
ANVRDHI,Agro Products,,,,,
SILVOAK,Alcoholic Beverages,,,,,
RULKA,Heavy Electrical Equipments,,,,,
HILIKS,IT Services & Consulting,,,,,
SAMBANDAM,Textiles,,,,,
ECOBOAR,Building Products - Laminates,,,,,
ALAN SCOTT,Movies & TV Serials,,,,,
LCCINFOTEC,IT Services & Consulting,,,,,
INDXTRA,Commodities Trading,,,,,
CSURGSU,Health Care Equipment & Supplies,,,,,
JAGANLAM,Auto Parts,,,,,
NAGTECH,Agro Products,,,,,
GROVY,Real Estate,,,,,
TRAVELS,Tour & Travel Services,,,,,
RASANDIK,Auto Parts,,,,,
BURNPUR,Cement,,,,,
GINISILK,Textiles,,,,,
BONLON,Metals - Copper,,,,,
CCLINTER,Construction & Engineering,,,,,
BETXIND,Textiles,,,,,
FUTSOL,Diversified Financials,,,,,
PCS,IT Services & Consulting,,,,,
SATCH,Restaurants & Cafes,,,,,
SIMPLXREA,Real Estate,,,,,
JAIHINDS,Textiles,,,,,
BHASKAGR,Specialty Chemicals,,,,,
LADDERUP,Investment Banking & Brokerage,,,,,
PHCAP,Investment Banking & Brokerage,,,,,
SUPERSPIN,Textiles,,,,,
OCEANIC,Agro Products,,,,,
RATHIBAR,Iron & Steel,,,,,
HBEL,Education Services,,,,,
KALANA,Iron & Steel,,,,,
HRHNEXT,Business Support Services,,,,,
LEENEE,IT Services & Consulting,,,,,
AXISTECETF,Equity,,,,,
MEDICAPQ,Pharmaceuticals,,,,,
SACHEMT,Housewares,,,,,
SIGNORIA,Apparel & Accessories,,,,,
SEYAIND,Specialty Chemicals,,,,,
YASHCHEM,Commodities Trading,,,,,
AUTOINT,Tour & Travel Services,,,,,
ROLCOEN,Industrial Machinery,,,,,
CRANESSOFT,Software Services,,,,,
PPSL,Animation,,,,,
ADMANUM,Specialized Finance,,,,,
SMFIL,Iron & Steel,,,,,
SITAENT,Diversified Financials,,,,,
TARAPUR,Heavy Electrical Equipments,,,,,
NOVIS,Iron & Steel,,,,,
ASPIRA,Hospitals & Diagnostic Centres,,,,,
GSTL,IT Services & Consulting,,,,,
DILIGENT,Packaged Foods & Meats,,,,,
MEGACOR,Diversified Financials,,,,,
SENSEXIETF,Equity,,,,,
PANINDIAC,Diversified Financials,,,,,
MASKINVEST,Investment Banking & Brokerage,,,,,
DHANFAB,Textiles,,,,,
SAGARDEEP,Metals - Diversified,,,,,
COUNCODOS,Real Estate,,,,,
STDSFAC,FMCG - Household Products,,,,,
AREXMIS,Textiles,,,,,
SUCROSA,Commodity Chemicals,,,,,
KALYANCAP,Consumer Finance,,,,,
KWALITY,FMCG - Foods,,,,,
PHOSPHATE,Fertilizers & Agro Chemicals,,,,,
RRFIN,Investment Banking & Brokerage,,,,,
METALCO,Iron & Steel,,,,,
ARTEFACT,Construction & Engineering,,,,,
PACE,Retail - Online,,,,,
MADHUCON,Construction & Engineering,,,,,
RCDL,Commodity Chemicals,,,,,
ITALIANE,Packaged Foods & Meats,,,,,
CITADEL,Real Estate,,,,,
DECCAN,FMCG - Personal Products,,,,,
GARNET,Real Estate,,,,,
INNOVTEC,Packaging,,,,,
MORARKFI,Specialized Finance,,,,,
DUGARHOU,Construction & Engineering,,,,,
PRATIK,Commodities Trading,,,,,
CAPFIN,Diversified Financials,,,,,
MARCLOIRE,,,,,,
ICON,,,,,,
INDIAHOME,Home Financing,,,,,
CRSTCHM,Specialty Chemicals,,,,,
MMRUBBR-B,Home Furnishing,,,,,
SWASTIVI,Apparel & Accessories,,,,,
SHELTER,Pharmaceuticals,,,,,
SALEM,Investment Banking & Brokerage,,,,,
TRANSCHEM,Pharmaceuticals,,,,,
NEELAM,Apparel & Accessories,,,,,
ASLIND,Industrial Machinery,,,,,
SAMAY,Construction & Engineering,,,,,
AGNI,Renewable Energy,,,,,
AUSTENG,Industrial Machinery,,,,,
BLUECOAST,"Hotels, Resorts & Cruise Lines",,,,,
NGIND,Hospitals & Diagnostic Centres,,,,,
MODIPON,Real Estate,,,,,
NOVELIX,Pharmaceuticals,,,,,
KEEPLEARN,Publishing,,,,,
GANGAFORGE,Iron & Steel,,,,,
JFLLIFE,Pharmaceuticals,,,,,
GSAUTO,Auto Parts,,,,,
ADL,Wood Products,,,,,
SHREENATH,Paper Products,,,,,
ABRFL,FMCG - Foods,,,,,
NVENTURES,"Precious Metals, Jewellery & Watches",,,,,
LORDSMARK,Power Trading & Consultancy,,,,,
DKEGL,Packaging,,,,,
RITHWIKFMS,Business Support Services,,,,,
PBMPOLY,Textiles,,,,,
PEARLPOLY,Plastic Products,,,,,
VRWODAR,Wood Products,,,,,
SUMEDHA,Investment Banking & Brokerage,,,,,
HAWAENG,Industrial Machinery,,,,,
PENTAGON,Auto Parts,,,,,
TIRSARJ,Real Estate,,,,,
MONOT,Diversified Financials,,,,,
RANJEET,Business Support Services,,,,,
NMSTEEL,Building Products - Others,,,,,
MILTON,Wood Products,,,,,
UTTAMSTL,Iron & Steel,,,,,
AMBICAAGAR,Specialty Chemicals,,,,,
TCFCFINQ,Investment Banking & Brokerage,,,,,
KONTOR,Business Support Services,,,,,
JIGAR,Cables,,,,,
COTFAB,Textiles,,,,,
CHOTHANI,Agro Products,,,,,
GOGIACAPGL,Diversified Financials,,,,,
GTNINDS,Textiles,,,,,
CDG,Plastic Products,,,,,
JUPITERIN,Publishing,,,,,
HARDCAS,Commodity Chemicals,,,,,
CHAMUNDA,Power Generation,,,,,
LAXMICOT,Textiles,,,,,
7TEC,IT Services & Consulting,,,,,
NGIL,Packaged Foods & Meats,,,,,
JETKNIT,Apparel & Accessories,,,,,
MOHITE,Textiles,,,,,
ARUNAYA,Specialty Chemicals,,,,,
SHALPRO,Movies & TV Serials,,,,,
PHOGLOBAL,Agro Products,,,,,
INLANPR,Online Services,,,,,
SKIL,Construction & Engineering,,,,,
GITARENEW,Renewable Energy,,,,,
SANDUPHQ,FMCG - Personal Products,,,,,
KABRADG,Pharmaceuticals,,,,,
JOHNPHARMA,Pharmaceuticals,,,,,
ANUPAM,Consumer Finance,,,,,
ORIBEVER,Soft Drinks,,,,,
AMKAY,Health Care Equipment & Supplies,,,,,
DEEM,Iron & Steel,,,,,
DUROPACK,Packaging,,,,,
HYBRIDFIN,Business Support Services,,,,,
CSL,Investment Banking & Brokerage,,,,,
AKASH,Construction & Engineering,,,,,
REXSEAL,Specialty Chemicals,,,,,
LADDU,Real Estate,,,,,
ROOPAIND,Specialty Chemicals,,,,,
RAPICUT,Industrial Machinery,,,,,
MANOJJEWEL,Retail - Speciality,,,,,
SJCORP,"Precious Metals, Jewellery & Watches",,,,,
PNC,Movies & TV Serials,,,,,
ABCINDQ,Logistics,,,,,
MEDIORG,Pharmaceuticals,,,,,
KGVL,Food Distributors,,,,,
BABA,Movies & TV Serials,,,,,
NORBTEAEXP,Tea & Coffee,,,,,
SPARKLEGR,Mining - Diversified,,,,,
WESTLEIRES,Diversified Financials,,,,,
WEWIN,Outsourced services,,,,,
TATIAGLOB,Textiles,,,,,
ERPSOFT,Software Services,,,,,
SHREE,Building Products - Pipes,,,,,
ELFORGE,Iron & Steel,,,,,
CHENFERRO,Iron & Steel,,,,,
KJMCFIN,Specialized Finance,,,,,
TITANIN,Restaurants & Cafes,,,,,
ASPIRE,Home Electronics & Appliances,,,,,
PHARMABEES,Equity,,,,,
INDUSFINL,Consumer Finance,,,,,
MRCAGRO,Commodities Trading,,,,,
BANDARAM,Paper Products,,,,,
OSWALOR,Sugar,,,,,
HCKKVENTURE,Real Estate,,,,,
AMTL,Electrical Components & Equipments,,,,,
MOHITPPR,Paper Products,,,,,
7NR,Apparel & Accessories,,,,,
MOHITIND,Textiles,,,,,
SAINIK,Specialized Finance,,,,,
CONTILI,Packaged Foods & Meats,,,,,
WALCHPF,Education Services,,,,,
ZODIACVEN,Real Estate,,,,,
DIANATEA,Tea & Coffee,,,,,
GBLOGISTIC,Logistics,,,,,
ANGEL,Textiles,,,,,
BULKCORP,Packaging,,,,,
PRESSURS,Electrical Components & Equipments,,,,,
CIL,Online Services,,,,,
KATRSPG,Textiles,,,,,
AKSHAR,Textiles,,,,,
ACROW,Industrial Machinery,,,,,
AATMAJ,Hospitals & Diagnostic Centres,,,,,
SHASHIJIT,Construction & Engineering,,,,,
KGDENIM,Textiles,,,,,
AIKPIPES,Building Products - Pipes,,,,,
TELOGICA,Communication & Networking,,,,,
TIMESCAN,Logistics,,,,,
WALPAR,Packaged Foods & Meats,,,,,
CBPL,Pharmaceuticals,,,,,
SITINET,Cable & D2H,,,,,
TRUSTEDGE,Specialized Finance,,,,,
ASHOKAMET,Commodities Trading,,,,,
INTEGRITY,Construction & Engineering,,,,,
INTEGSW,Electrical Components & Equipments,,,,,
SURYAAMBA,Textiles,,,,,
PARAMOUNT,Textiles,,,,,
EPIC,Electrical Components & Equipments,,,,,
CHALLANI,Specialized Finance,,,,,
HEMACEM,Cement,,,,,
NEXTMEDIA,Radio,,,,,
INCAP,Electronic Equipments,,,,,
HPCOTTON,Textiles,,,,,
ANG,Pharmaceuticals,,,,,
SPACAPS,Diversified Financials,,,,,
GOTHIPL,Real Estate,,,,,
SILVERBEES,Equity,,,,,
SGL,Textiles,,,,,
MONOPHARMA,Retail - Speciality,,,,,
INLCM,Commodities Trading,,,,,
NETLINK,IT Services & Consulting,,,,,
TIRUFOAM,Home Furnishing,,,,,
ATENPAPERS,Paper Products,,,,,
THINKINK,Animation,,,,,
ROLLT,Packaging,,,,,
SRMCL,Textiles,,,,,
SATIPOLY,Packaging,,,,,
SPINAROO,Packaging,,,,,
AKG,Commodities Trading,,,,,
RADIOWALLA,Radio,,,,,
OASISEC,Diversified Financials,,,,,
HINDALUMI,Metals - Aluminium,,,,,
KANANIIND,"Precious Metals, Jewellery & Watches",,,,,
ASSOCER,Building Products - Others,,,,,
RISHITECH,Textiles,,,,,
MISHKA,Commodities Trading,,,,,
RALEGRA,Building Products - Granite,,,,,
TRIDHYA,IT Services & Consulting,,,,,
KENVI,"Precious Metals, Jewellery & Watches",,,,,
PRIMEURB,Textiles,,,,,
NV20BEES,Equity,,,,,
SOUTHMG,Mining - Manganese,,,,,
KMSMEDI,Health Care Equipment & Supplies,,,,,
VEERHEALTH,Pharmaceuticals,,,,,
SAI,"Precious Metals, Jewellery & Watches",,,,,
AILIMITED,Construction & Engineering,,,,,
FORINTL,Conglomerates,,,,,
KRIDHANINF,Iron & Steel,,,,,
MKPMOB,Auto Parts,,,,,
NACDAC,Construction & Engineering,,,,,
FEL,Conglomerates,,,,,
SRICC,Cement,,,,,
FLFL,Retail - Apparel,,,,,
SMARTFIN,Specialized Finance,,,,,
LAKHOTIA,Textiles,,,,,
VSCL,Specialty Chemicals,,,,,
NAM,Investment Banking & Brokerage,,,,,
CHOKSI,Health Care Equipment & Supplies,,,,,
KREONFIN,Consumer Finance,,,,,
TAVERNIER,"Precious Metals, Jewellery & Watches",,,,,
ASHSI,Specialized Finance,,,,,
MADHAV,Building Products - Granite,,,,,
ENVAIREL,Industrial Machinery,,,,,
LEX,IT Services & Consulting,,,,,
GAYAHWS,Construction & Engineering,,,,,
SVPGLOB,Textiles,,,,,
SMAUTO,Auto Parts,,,,,
KAPILCO,Textiles,,,,,
CAMEXLTD,Specialty Chemicals,,,,,
MEDINOV,Hospitals & Diagnostic Centres,,,,,
HIGHSTREE,Textiles,,,,,
MACH,"Hotels, Resorts & Cruise Lines",,,,,
FIVECORE,Electronic Equipments,,,,,
NKIND,Packaged Foods & Meats,,,,,
CARGOTRANS,Logistics,,,,,
GGDPROP,Industrial Machinery,,,,,
DANUBE,Paper Products,,,,,
TYROON,Agro Products,,,,,
MIEL,Construction & Engineering,,,,,
CONTAINER,Logistics,,,,,
KKVAPOW,Renewable Energy,,,,,
INDBNK,Consumer Finance,,,,,
SUPREMEENG,Iron & Steel,,,,,
SHIVAAGRO,Fertilizers & Agro Chemicals,,,,,
ARMAN,Diversified Financials,,,,,
SMTEL,Industrial Machinery,,,,,
UTIBANKETF,Equity,,,,,
TEJNAKSH,Hospitals & Diagnostic Centres,,,,,
POONADAL,Agro Products,,,,,
INFONATIVE,Education Services,,,,,
CONTI,Seeds,,,,,
CHANDRAP,Commodities Trading,,,,,
SWOJAS,Agro Products,,,,,
ACCEDERE,IT Services & Consulting,,,,,
KASHYAP,Software Services,,,,,
LAMOSAIC,Building Products - Laminates,,,,,
DYNAMICP,Investment Banking & Brokerage,,,,,
BILVYAPAR,Conglomerates,,,,,
GKB,Health Care Equipment & Supplies,,,,,
MUKANDENGG,Construction & Engineering,,,,,
ROOPSHRI,"Hotels, Resorts & Cruise Lines",,,,,
MAKEINDIA,Equity,,,,,
TAPARIA,Industrial Machinery,,,,,
GLANCE,Investment Banking & Brokerage,,,,,
MIL,Pharmaceuticals,,,,,
MIDCAPETF,Equity,,,,,
ROLTA,IT Services & Consulting,,,,,
MARGOFIN,Diversified Financials,,,,,
UNICK,Packaging,,,,,
SALORAINTL,Home Electronics & Appliances,,,,,
ALFAICA,Home Furnishing,,,,,
HILLTONE,Industrial Machinery,,,,,
RAVALSUGAR,Agro Products,,,,,
RELICTEC,Diversified Financials,,,,,
INDCEMCAP,Tour & Travel Services,,,,,
BOHRAIND,Fertilizers & Agro Chemicals,,,,,
GUJTERC,Pharmaceuticals,,,,,
SHREESHAY,Real Estate,,,,,
MISQUITA,Industrial Machinery,,,,,
KCLINFRA,Construction & Engineering,,,,,
TRABI,Biotechnology,,,,,
GUJPETR,Specialty Chemicals,,,,,
GORANIN,Home Electronics & Appliances,,,,,
ORIENTTR,Movies & TV Serials,,,,,
PICTUREHS,Movies & TV Serials,,,,,
WILLAMAGOR,Specialized Finance,,,,,
AXISNIFTY,Equity,,,,,
SARTHAKIND,Commodities Trading,,,,,
LESHAIND,Commodities Trading,,,,,
GALACTICO,Diversified Financials,,,,,
KABSON,Gas Distribution,,,,,
KHANDSE,Investment Banking & Brokerage,,,,,
BERVINL,Diversified Financials,,,,,
MARBU,Real Estate,,,,,
VIVANTA,Pharmaceuticals,,,,,
SYNTHFO,Metals - Aluminium,,,,,
AXELPOLY,Commodity Chemicals,,,,,
SISL,Construction & Engineering,,,,,
KACL,Packaging,,,,,
NIRMITEE,Education Services,,,,,
AUTOBEES,Equity,,,,,
TRIUMPIN,Investment Banking & Brokerage,,,,,
AMCOIND,Plastic Products,,,,,
NIVAKA,Apparel & Accessories,,,,,
EQUILATERA,"Precious Metals, Jewellery & Watches",,,,,
EIGHTY,"Precious Metals, Jewellery & Watches",,,,,
MPDL,Real Estate,,,,,
QRIL,Specialized Finance,,,,,
INFOMEDIA,Publishing,,,,,
LIBAS,Apparel & Accessories,,,,,
NLFL,Consumer Finance,,,,,
NIRAJISPAT,Textiles,,,,,
HINDUST,Seeds,,,,,
THESL,Advertising,,,,,
VILINBIO,Pharmaceuticals,,,,,
B2BSOFT,Software Services,,,,,
INANI,Building Products - Granite,,,,,
BOMTALKIES,Movies & TV Serials,,,,,
POLYSPIN,Packaging,,,,,
GOEL,"Hotels, Resorts & Cruise Lines",,,,,
SVARTCORP,Real Estate,,,,,
CELLPOINT,Retail - Speciality,,,,,
SHRENIK,Paper Products,,,,,
SULABEN,Specialized Finance,,,,,
INDIANVSH,Diversified Financials,,,,,
KANCOTEA,Agro Products,,,,,
LIQUIDETF,Debt,,,,,
SHAIVAL,Real Estate,,,,,
TAPIFRUIT,Packaged Foods & Meats,,,,,
SRUSTEELS,Iron & Steel,,,,,
TGBHOTELS,"Hotels, Resorts & Cruise Lines",,,,,
JAKHARIA,Textiles,,,,,
BRIDGESE,Investment Banking & Brokerage,,,,,
SHUBHAM,Textiles,,,,,
YUDIZ,IT Services & Consulting,,,,,
ASHCAP,Diversified Financials,,,,,
GUJHYSPIN,Textiles,,,,,
LAKESHORE,Real Estate,,,,,
SUJALA,Diversified Financials,,,,,
MTPL,Diversified Financials,,,,,
INNOVATIVE,Technology Hardware,,,,,
ADITYASP,Textiles,,,,,
MAYUKH,Building Products - Others,,,,,
VAMA,Technology Hardware,,,,,
GENUSPRIME,Real Estate,,,,,
ROSEMER,Commodities Trading,,,,,
AGARWALFT,Commodity Chemicals,,,,,
GUJINJEC,Diversified Chemicals,,,,,
PARABDRUGS,Pharmaceuticals,,,,,
MICROPRO,IT Services & Consulting,,,,,
BHANDERI,Real Estate,,,,,
DIL,Agricultural & Farm Machinery,,,,,
SWATIPRO,Specialized Finance,,,,,
MINDPOOL,Outsourced services,,,,,
HARLETH,Specialty Chemicals,,,,,
KHOOBSURAT,Investment Banking & Brokerage,,,,,
PATSPINLTD,Textiles,,,,,
NAGREEKCAP,Asset Management,,,,,
STANROS,Asset Management,,,,,
BALTE,Logistics,,,,,
VIJIFIN,Specialized Finance,,,,,
DECOMIC,Building Products - Laminates,,,,,
VERA,Textiles,,,,,
VIKRAMAR,Specialty Chemicals,,,,,
HAVISHA,Oil & Gas - Storage & Transportation,,,,,
QGO,Consumer Finance,,,,,
BCP,Cables,,,,,
RETAGGIO,"Precious Metals, Jewellery & Watches",,,,,
ACCELERATE,Software Services,,,,,
ASHNI,Iron & Steel,,,,,
SONALIS,FMCG - Foods,,,,,
VERTEX,Investment Banking & Brokerage,,,,,
SONALAD,Specialty Chemicals,,,,,
POLYCHMP,Industrial Machinery,,,,,
PODDARHOUS,Real Estate,,,,,
SHREEGANES,Agro Products,,,,,
SPENTA,Apparel & Accessories,,,,,
MEGRISOFT,IT Services & Consulting,,,,,
MADHUSE,Investment Banking & Brokerage,,,,,
PANJON,Pharmaceuticals,,,,,
DYNAMIND,Specialty Chemicals,,,,,
SUNILTX,Textiles,,,,,
BOMBWIR,Iron & Steel,,,,,
RELIABVEN,"Hotels, Resorts & Cruise Lines",,,,,
PREMCAP,Business Support Services,,,,,
PCL,Agro Products,,,,,
BJDUP,Paper Products,,,,,
YUG,Specialty Chemicals,,,,,
ROSELABS,Diversified Financials,,,,,
JULIEN,Agro Products,,,,,
ARUNAHTEL,"Hotels, Resorts & Cruise Lines",,,,,
CHORDIA,Packaged Foods & Meats,,,,,
SHREEPAC,Health Care Equipment & Supplies,,,,,
INVIGO,Business Support Services,,,,,
RITESHIN,Commodity Chemicals,,,,,
STDBAT,Diversified Financials,,,,,
GARDENSILK,Textiles,,,,,
EQUAL50ADD,Equity,,,,,
EARTH,Steel,,,,,
SBIETFQLTY,Equity,,,,,
MARIS,Textiles,,,,,
TREEHOUSE,Education Services,,,,,
PRISMX,Commodities Trading,,,,,
MOM50,Equity,,,,,
INFORTEC,Data Processing & Outsourced Services,,,,,
HINDMILL,Textiles,,,,,
PRADHIN,Agro Products,,,,,
COVANCE,IT Services & Consulting,,,,,
URSUGAR,Trading Companies & Distributors,,,,,
QVCEL,Mining - Manganese,,,,,
KAYPOWR,Paper Products,,,,,
MPILCORPL,Business Support Services,,,,,
TVVISION,TV Channels & Broadcasters,,,,,
GILT5YBEES,Debt,,,,,
TRILIANCE,Plastic Products,,,,,
BLUECHIPT,Textiles,,,,,
IITLPROJ,Real Estate,,,,,
ASIANTNE,Agro Products,,,,,
FRONTCAP,Diversified Financials,,,,,
KAUSHALYA,Construction & Engineering,,,,,
SHOORA,Textiles,,,,,
RAMSONS,Diversified Financials,,,,,
MEP,Roads,,,,,
CCAL,Building Products - Granite,,,,,
AHASOLAR,Renewable Energy,,,,,
PURSHOTTAM,Specialized Finance,,,,,
COMMAND,Plastic Products,,,,,
TCMLMTD,Commodity Chemicals,,,,,
SHRAJSYNQ,Textiles,,,,,
SWADEIN,Plastic Products,,,,,
HEMANG,Commodities Trading,,,,,
FINELINE,Electronic Equipments,,,,,
PGCRL,Agro Products,,,,,
WINROC,Diversified Financials,,,,,
ASRL,FMCG - Personal Products,,,,,
CELLA,Logistics,,,,,
MAHACORP,Textiles,,,,,
GENESIS,Biotechnology,,,,,
NATURAL,Agro Products,,,,,
MEDIAONE,Movies & TV Serials,,,,,
SARUPINDUS,Footwear,,,,,
SBECSYS,IT Services & Consulting,,,,,
PASUSPG,Textiles,,,,,
LWSKNIT,Textiles,,,,,
CASTEXTECH,Auto Parts,,,,,
NTL,Power Infrastructure,,,,,
MOXSH,Academic & Educational Services,,,,,
AGUL,Iron & Steel,,,,,
NOVATEOR,FMCG - Personal Products,,,,,
VISAGAR,Diversified Financials,,,,,
NDASEC,Investment Banking & Brokerage,,,,,
JINDCAP,Diversified Financials,,,,,
VIKASWSP,Agro Products,,,,,
GFSTEELS,Iron & Steel,,,,,
TECH,Equity,,,,,
RRMETAL,Commodities Trading,,,,,
LIBORDFIN,Diversified Financials,,,,,
NIRAVCOM,Building Products - Others,,,,,
INDCTST,Metals - Diversified,,,,,
COCHMAL,Agro Products,,,,,
VINEETLAB,Specialty Chemicals,,,,,
GETALONG,Business Support Services,,,,,
FAALCON,Construction & Engineering,,,,,
PWASML,Textiles,,,,,
JAYKAILASH,Wood Products,,,,,
TECILCHEM,Commodity Chemicals,,,,,
INTECCAP,Specialized Finance,,,,,
MIDSELIETF,Equity,,,,,
